,serial_number,capacity_bytes,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_9_raw,smart_193_raw,smart_194_raw,smart_241_raw,smart_242_raw
16119,Z302AB92,4.00079E+12,0,0,0,0,0,0,33869,53886,20,56631657992,1.29502E+11
14494,Z305833E,4.00079E+12,1,16,15,0,56,56,25592,8802,20,45337025536,1.0798E+11
13638,Z30543ST,4.00079E+12,0,0,0,0,0,0,24725,55778,21,38643311816,1.05741E+11
4014,Z3040Q3F,4.00079E+12,1,0,0,0,0,0,28538,179158,26,24036185229,2.26691E+11
17320,Z3029ZXE,4.00079E+12,0,0,0,0,0,0,32202,35236,18,55675076415,1.29245E+11
7571,Z303Y36D,4.00079E+12,1,0,0,1,0,0,28538,184689,27,23337441577,2.27439E+11
3055,Z304JPST,4.00079E+12,0,0,0,0,0,0,28037,10495,21,50180647768,1.13842E+11
8542,Z303PTMM,4.00079E+12,1,0,0,0,0,0,23244,2125,28,34655483952,1.30484E+11
8496,Z302A14V,4.00079E+12,0,0,0,0,0,0,34566,84641,24,24108492977,2.69395E+11
14514,Z305833E,4.00079E+12,1,16,15,0,56,56,25568,8802,20,45327372448,1.07934E+11
1177,Z304JL5N,4.00079E+12,0,0,0,0,0,0,28058,7526,22,46195482696,1.33842E+11
4014,Z3040Q3F,4.00079E+12,1,0,0,0,0,0,28514,179158,27,24034384782,2.26659E+11
14188,Z302SY4J,4.00079E+12,0,0,0,0,0,0,29143,19625,24,52833666304,96997915717
7570,Z303Y36D,4.00079E+12,1,0,0,1,0,0,28514,184689,27,23335740879,2.2741E+11
1427,S301KWK5,4.00079E+12,0,0,0,0,0,0,28037,9074,26,49289375584,1.05302E+11
8541,Z303PTMM,4.00079E+12,1,0,0,0,0,0,23220,2125,28,34651727696,1.30362E+11
9845,Z305D266,4.00079E+12,0,0,2,0,0,0,25348,4365,28,43999048232,1.09156E+11
14514,Z305833E,4.00079E+12,1,16,15,0,56,56,25543,8802,21,45307445752,1.0783E+11
19883,Z304JXB5,4.00079E+12,0,0,0,0,0,0,28062,5780,24,48344106864,1.29055E+11
4014,Z3040Q3F,4.00079E+12,1,0,0,0,0,0,28491,179158,25,24032503029,2.26629E+11
12034,Z3023V3Q,4.00079E+12,0,0,0,0,0,0,36631,45947,28,23796959084,2.04822E+11
7570,Z303Y36D,4.00079E+12,1,0,0,1,0,0,28490,184689,26,23333956563,2.27383E+11
11968,Z305DGYZ,4.00079E+12,0,0,0,0,0,0,25307,3040,25,44122140000,1.33274E+11
8541,Z303PTMM,4.00079E+12,1,0,0,0,0,0,23196,2125,30,34646562000,1.30188E+11
10251,Z305DTQX,4.00079E+12,0,0,0,0,0,0,25307,4636,27,44185993312,1.11451E+11
14514,Z305833E,4.00079E+12,1,16,15,0,56,56,25521,8802,20,45289483368,1.07774E+11
14112,Z302SQ2V,4.00079E+12,0,0,0,0,0,0,29144,20419,20,52687393400,1.01955E+11
4014,Z3040Q3F,4.00079E+12,1,0,0,0,0,0,28466,179158,25,24030633238,2.26596E+11
15202,Z304HWP4,4.00079E+12,0,0,0,0,0,0,28038,7901,28,51580495640,1.11788E+11
7571,Z303Y36D,4.00079E+12,1,0,0,1,0,0,28466,184689,26,23332149789,2.27351E+11
4122,Z3023W7L,4.00079E+12,0,0,18,0,8,8,35733,108343,25,28946592442,2.40344E+11
8542,Z303PTMM,4.00079E+12,1,0,0,0,0,0,23172,2125,27,34644169968,1.30013E+11
12660,Z302ETDW,4.00079E+12,0,0,0,0,0,0,33870,56958,19,55025297144,1.24039E+11
14516,Z305833E,4.00079E+12,1,16,15,0,56,56,25496,8802,20,45275741520,1.07686E+11
6226,S300Z450,4.00079E+12,0,0,0,0,0,0,29126,20759,36,53185784664,1.19432E+11
4014,Z3040Q3F,4.00079E+12,1,0,0,0,0,0,28442,179158,25,24028572134,2.26558E+11
9242,Z305GWL5,4.00079E+12,0,0,0,0,0,0,24871,3852,27,42102444232,1.22391E+11
7573,Z303Y36D,4.00079E+12,1,0,0,1,0,0,28442,184689,26,23330442048,2.27321E+11
18236,Z300ZTVR,4.00079E+12,0,0,0,0,0,0,36413,14914,23,25735621393,1.61901E+11
8545,Z303PTMM,4.00079E+12,1,0,0,0,0,0,23148,2125,28,34635641368,1.29844E+11
5222,S300YBRK,4.00079E+12,0,0,0,0,0,0,30004,40575,18,50508964200,1.5928E+11
14523,Z305833E,4.00079E+12,1,16,15,0,56,56,25473,8802,19,45264362584,1.07585E+11
2958,Z304JWH4,4.00079E+12,0,0,0,0,0,0,28036,2778,23,52387008656,1.57199E+11
1056,Z305D4EC,4.00079E+12,0,0,0,0,0,0,24914,9616,30,40123171440,1.17019E+11
12602,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31375,42997,23,51985331392,1.19002E+11
12602,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31351,42997,22,51962404512,1.18862E+11
11551,S301NGH1,4.00079E+12,0,0,0,0,0,0,27386,14261,24,46782396736,1.23141E+11
12604,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31327,42997,22,51936723824,1.18748E+11
4493,Z304HKT9,4.00079E+12,0,0,0,0,0,0,26911,5780,21,45562092336,1.3303E+11
12610,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31304,42997,22,51904102392,1.18635E+11
11461,S3010MFG,4.00079E+12,0,0,0,0,0,0,30414,36748,20,54193196112,1.12454E+11
12610,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31280,42997,22,51890450024,1.18524E+11
16963,Z304KCWD,4.00079E+12,0,0,0,0,0,0,26913,5802,21,44392519760,1.39243E+11
12610,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31256,42997,22,51864766424,1.18437E+11
6285,Z304J0F8,4.00079E+12,0,0,0,0,0,0,27935,6712,22,48232635328,1.35127E+11
12613,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31231,42997,22,51844874760,1.18312E+11
15103,S301PRL5,4.00079E+12,0,0,0,0,0,0,27368,11222,31,48252178560,1.08234E+11
12613,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31208,42997,22,51812306896,1.18216E+11
19959,Z302AKQ9,4.00079E+12,0,0,0,0,0,0,31363,39236,27,55026312360,1.19938E+11
12613,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31184,42997,22,51792594176,1.18107E+11
8473,Z305D66C,4.00079E+12,0,0,0,0,0,0,25159,4276,20,42787266848,1.05394E+11
12608,S300Z7A5,4.00079E+12,1,0,0,0,0,0,31159,42997,21,51770438704,1.18035E+11
22615,Z300YMHA,4.00079E+12,0,0,0,0,0,0,36127,31814,27,25267554120,2.6898E+11
13072,Z3025WF8,4.00079E+12,0,0,0,0,0,0,36451,132630,31,24317400945,2.62571E+11
6599,S300YT91,4.00079E+12,0,0,0,0,0,0,30225,38519,20,54351725128,1.18651E+11
10822,Z304KA4N,4.00079E+12,1,40,9,0,8,8,26513,142258,22,27583008120,1.32125E+11
22020,S3011601,4.00079E+12,1,0,7,0,0,0,31383,41942,18,53240303731,1.29538E+11
10824,Z304KA4N,4.00079E+12,1,40,9,0,8,8,26489,142258,21,27581474536,1.31997E+11
13041,Z3025Y7B,4.00079E+12,0,0,0,0,0,0,36458,34804,25,23627866384,1.69131E+11
22025,S3011601,4.00079E+12,1,0,7,0,0,0,31359,41942,19,53227101675,1.29396E+11
22863,S30111FB,4.00079E+12,0,0,5,0,0,0,32023,17793,16,56608446936,1.579E+11
10830,Z304KA4N,4.00079E+12,1,40,9,0,8,8,26466,142258,21,27579702736,1.3187E+11
17666,Z304HTHK,4.00079E+12,0,0,0,0,0,0,26843,11045,18,47858939856,1.05739E+11
22031,S3011601,4.00079E+12,1,0,7,0,0,0,31334,41942,18,53203051683,1.2927E+11
22828,Z302AKXR,4.00079E+12,0,0,0,0,0,0,33891,143179,26,23259083985,2.12927E+11
10830,Z304KA4N,4.00079E+12,1,40,9,0,8,8,26441,142258,21,27576141800,1.31714E+11
16746,Z302T7BK,4.00079E+12,0,0,0,0,0,0,28260,11928,29,51902552368,1.14088E+11
22031,S3011601,4.00079E+12,1,0,7,0,0,0,31310,41942,19,53169796243,1.29144E+11
5386,S300WFAZ,4.00079E+12,0,0,0,0,0,0,29854,37429,17,56185828456,1.19981E+11
10830,Z304KA4N,4.00079E+12,1,32,8,0,8,8,26418,142258,22,27574243304,1.3157E+11
4655,Z305B6MT,4.00079E+12,0,0,0,0,0,0,26380,34817,21,44730422672,1.47865E+11
22031,S3011601,4.00079E+12,1,0,7,0,0,0,31287,41942,18,53144912987,1.28994E+11
15757,Z305GCHL,4.00079E+12,0,0,0,0,0,0,12219,841,22,14050044200,87383275973
10834,Z304KA4N,4.00079E+12,1,32,8,0,8,8,26394,142258,21,27570110056,1.31409E+11
4455,Z30251ZY,4.00079E+12,0,0,0,1,0,0,36750,156721,26,26392358338,3.21337E+11
22024,S3011601,4.00079E+12,1,0,7,0,0,0,31263,41942,18,53107213891,1.28802E+11
14067,Z3059HNS,4.00079E+12,0,0,0,0,0,0,25518,5779,19,45567046864,1.26673E+11
10834,Z304KA4N,4.00079E+12,1,24,7,0,8,8,26369,142258,21,27567737744,1.31235E+11
19339,Z30566NT,4.00079E+12,0,0,0,0,0,0,24877,8894,24,42542410672,1.32695E+11
22025,S3011601,4.00079E+12,1,0,7,0,0,0,31238,41942,19,53092413587,1.2865E+11
21115,Z3029APJ,4.00079E+12,0,0,0,0,0,0,33697,57307,20,55789555448,1.03784E+11
10833,Z304KA4N,4.00079E+12,1,16,5,0,8,8,26341,142258,21,27563413576,1.31039E+11
13858,Z3059LDC,4.00079E+12,0,0,0,0,0,0,25516,8961,21,44980692184,1.12032E+11
22025,S3011601,4.00079E+12,1,0,7,0,0,0,31214,41942,19,53070553019,1.28493E+11
11102,Z302525Q,4.00079E+12,0,0,0,0,0,0,36245,109263,21,24069791494,1.72831E+11
10822,Z304KA4N,4.00079E+12,1,16,5,0,8,8,26318,142258,21,27561236688,1.30859E+11
271,Z305B6NX,4.00079E+12,0,0,0,0,0,0,25518,7316,19,45745506312,1.13032E+11
22020,S3011601,4.00079E+12,1,0,7,0,0,0,31190,41942,19,53046201867,1.28318E+11
15716,Z305GVRK,4.00079E+12,0,0,0,0,0,0,24053,4936,27,38727633736,1.09618E+11
10822,Z304KA4N,4.00079E+12,1,16,5,0,8,8,26294,142258,21,27559079000,1.30691E+11
3589,Z303XYQV,4.00079E+12,0,0,0,0,0,0,27151,11958,22,46922675848,1.08906E+11
22020,S3011601,4.00079E+12,1,0,7,0,0,0,31166,41942,18,53024491843,1.28181E+11
14126,Z304HRXJ,4.00079E+12,0,0,0,0,0,0,27203,14762,21,46026080032,1.20889E+11
17850,Z305D59G,4.00079E+12,0,0,0,0,0,0,24867,10131,31,41977484896,1.12848E+11
6393,Z302AKS7,4.00079E+12,0,0,0,0,0,0,28931,21603,31,52435883800,1.04841E+11
12721,Z304JLH1,4.00079E+12,0,0,0,0,0,0,26838,11257,22,45947639624,1.02352E+11
5499,Z305D492,4.00079E+12,0,0,0,0,0,0,25133,5047,30,44098829928,1.11233E+11
6652,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26862,3272,20,45316717184,1.28356E+11
18525,Z3040EDE,4.00079E+12,1,24,8,0,240,240,28471,72479,20,23841404420,1.73988E+11
19536,Z3059Q1X,4.00079E+12,1,0,26,0,0,0,25496,9749,18,44868897032,1.06019E+11
21716,S301GMZ8,4.00079E+12,1,0,69,0,0,0,29151,185082,23,25871465119,3.09546E+11
6654,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26838,3272,20,45313523584,1.28194E+11
3575,Z302B0HT,4.00079E+12,0,8,14,0,0,0,33675,56787,17,55997713248,4.39351E+11
18531,Z3040EDE,4.00079E+12,1,24,8,0,240,240,28447,72479,17,23839619199,1.73961E+11
17882,S300Z748,4.00079E+12,0,0,0,0,0,0,31304,37218,17,53706922840,1.1665E+11
19542,Z3059Q1X,4.00079E+12,1,0,26,0,0,0,25472,9749,18,44854536808,1.05881E+11
17021,S301172X,4.00079E+12,0,0,0,0,0,0,31999,38033,18,55043697536,1.04077E+11
21722,S301GMZ8,4.00079E+12,1,0,63,0,16,16,29132,184979,23,25870583029,3.06795E+11
13495,Z305KBBH,4.00079E+12,0,0,0,0,0,0,24030,4253,28,39999011392,1.14939E+11
6653,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26814,3272,20,45310188136,1.28026E+11
11351,Z304L8S7,4.00079E+12,0,0,0,0,0,0,26865,5025,19,44465918936,1.33795E+11
18531,Z3040EDE,4.00079E+12,1,24,8,0,240,240,28424,72479,17,23837836295,1.73933E+11
6560,S300Z82P,4.00079E+12,0,0,0,0,0,0,28934,20493,22,52008936216,1.06186E+11
19542,Z3059Q1X,4.00079E+12,1,0,26,0,0,0,25448,9749,19,44837489928,1.05714E+11
9137,Z305BB39,4.00079E+12,0,0,0,0,0,0,25115,2717,25,44005024544,1.30694E+11
21722,S301GMZ8,4.00079E+12,1,0,63,0,16,16,29109,184979,23,25868480509,3.06762E+11
6364,S3011692,4.00079E+12,0,0,0,0,0,0,31925,31399,24,57763304944,1.28222E+11
6653,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26790,3272,20,45306316272,1.27874E+11
5946,Z303VH37,4.00079E+12,0,0,0,0,0,0,13140,14903,33,9572331646,19675577997
18531,Z3040EDE,4.00079E+12,1,24,7,0,80,80,28399,72479,19,23835853793,1.73906E+11
17923,S301LPGH,4.00079E+12,0,0,0,0,0,0,26377,137830,23,30765347176,1.30225E+11
19542,Z3059Q1X,4.00079E+12,1,0,26,0,0,0,25424,9749,19,44824653920,1.05577E+11
1461,Z305GWG3,4.00079E+12,0,0,0,0,0,0,24680,4070,22,42076661344,1.33879E+11
21722,S301GMZ8,4.00079E+12,1,0,63,0,16,16,29085,184979,23,25866362405,3.06724E+11
13392,Z304KBQZ,4.00079E+12,0,0,0,0,0,0,27172,16011,22,47900813912,1.10548E+11
6655,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26766,3272,20,45303484064,1.2772E+11
12648,Z305K212,4.00079E+12,0,0,0,0,0,0,24533,50850,30,39083849080,94234075268
18522,Z3040EDE,4.00079E+12,1,24,7,0,80,80,28375,72479,17,23834038727,1.73868E+11
18627,S300Z7FL,4.00079E+12,0,0,0,0,0,0,31327,37603,20,55077325320,1.21618E+11
19530,Z3059Q1X,4.00079E+12,1,0,26,0,0,0,25400,9749,18,44805636696,1.05503E+11
22813,Z304HSL3,4.00079E+12,0,0,0,0,0,0,26864,6252,20,42716857992,1.12812E+11
21713,S301GMZ8,4.00079E+12,1,0,63,0,16,16,29060,184205,23,25864910124,3.06688E+11
1897,Z3029B7T,4.00079E+12,0,0,0,1,0,0,34252,54987,24,25002082650,2.31262E+11
6654,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26742,3272,20,45301798720,1.27577E+11
11078,Z304KBSH,4.00079E+12,0,0,0,0,0,0,27127,14307,22,44614216168,1.15087E+11
18522,Z3040EDE,4.00079E+12,1,24,7,0,80,80,28352,72479,26,23831501002,1.73834E+11
7863,S300Z0EC,4.00079E+12,0,0,0,0,0,0,30847,162975,21,45181045656,1.27797E+11
19532,Z3059Q1X,4.00079E+12,1,0,26,0,0,0,25376,9749,18,44790745648,1.05411E+11
515,Z304KBT6,4.00079E+12,0,0,0,0,0,0,26640,133926,22,28851713504,1.22437E+11
21714,S301GMZ8,4.00079E+12,1,0,63,0,16,16,29036,183038,23,25864805202,3.06649E+11
11456,S300XLNN,4.00079E+12,0,0,0,0,0,0,30196,43792,21,56444223968,1.21705E+11
6655,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26712,3272,20,45296810056,1.27384E+11
20890,S300XCE7,4.00079E+12,0,0,0,0,0,0,29840,38250,21,54109077248,1.18629E+11
18522,Z3040EDE,4.00079E+12,1,24,7,0,88,88,28326,72479,25,23829231967,1.73794E+11
9802,Z305PJYL,4.00079E+12,0,0,0,0,0,0,24533,49094,26,38419832536,1.07243E+11
19530,Z3059Q1X,4.00079E+12,1,0,25,0,0,0,25347,9749,18,44768950816,1.05296E+11
4254,Z302R380,4.00079E+12,0,0,0,0,0,0,28520,13991,28,48825772720,1.26104E+11
21714,S301GMZ8,4.00079E+12,1,0,63,0,16,16,29012,181989,23,25864696959,3.06612E+11
18745,S300YH04,4.00079E+12,0,0,0,0,0,0,30366,43044,23,53842352632,1.22763E+11
6644,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26688,3272,19,45294267920,1.27231E+11
13242,Z301N221,4.00079E+12,0,0,0,0,0,0,30765,17766,24,20563988791,1.46268E+11
18509,Z3040EDE,4.00079E+12,1,24,7,0,88,88,28302,72479,20,23827444469,1.73763E+11
21434,Z302AL1T,4.00079E+12,0,0,0,0,0,0,30366,38209,19,54793820000,1.20393E+11
19521,Z3059Q1X,4.00079E+12,1,0,24,0,0,0,25322,9749,17,44738353256,1.05163E+11
19466,Z305DG3A,4.00079E+12,0,0,0,0,0,0,26355,33298,19,45387164120,1.23522E+11
21707,S301GMZ8,4.00079E+12,1,0,63,0,16,16,28988,180765,23,25864592055,3.06578E+11
8018,Z3059HWG,4.00079E+12,0,0,0,0,0,0,25494,7808,21,46310496192,1.35632E+11
6644,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26665,3272,20,45292135512,1.27071E+11
21585,Z303Y3W7,4.00079E+12,0,0,0,2,0,0,28466,178681,24,24026801215,2.13519E+11
18509,Z3040EDE,4.00079E+12,1,24,7,0,88,88,28279,72479,20,23825549839,1.73733E+11
12975,Z304EP4N,4.00079E+12,0,0,0,0,0,0,23999,3902,22,41866134256,1.23317E+11
19521,Z3059Q1X,4.00079E+12,1,0,24,0,0,0,25298,9749,19,44704899480,1.05064E+11
10997,Z305AQTS,4.00079E+12,0,0,18,0,8,8,26338,3056,25,45363016272,1.30084E+11
21707,S301GMZ8,4.00079E+12,1,0,63,0,16,16,28964,179674,23,25864487133,3.06543E+11
21329,Z304K3YH,4.00079E+12,0,0,0,0,0,0,27848,7771,19,47978336624,1.09778E+11
6644,Z304KBM3,4.00079E+12,1,0,0,0,0,0,26640,3272,20,45289602992,1.26925E+11
22938,W300DCVH,4.00079E+12,0,0,0,0,0,0,47069,26926,23,30953694274,2.43349E+11
18511,Z3040EDE,4.00079E+12,1,24,7,0,88,88,28255,72479,26,23823782646,1.73704E+11
6203,S3010MA5,4.00079E+12,0,0,0,0,0,0,29810,50102,17,49627905728,1.19495E+11
19523,Z3059Q1X,4.00079E+12,1,0,21,0,0,0,25274,9749,19,44677388192,1.04957E+11
6983,Z3025MBZ,4.00079E+12,0,0,0,0,0,0,36435,34890,27,23623318365,1.69455E+11
21708,S301GMZ8,4.00079E+12,1,0,63,0,16,16,28940,178494,23,25864378854,3.06508E+11
17777,S300Z6SA,4.00079E+12,0,0,0,0,0,0,30205,35083,30,54777819936,1.21893E+11
17320,Z305744P,4.00079E+12,0,0,0,0,0,0,26329,131156,22,27319003688,1.07905E+11
604,Z3041KB0,4.00079E+12,0,0,0,0,0,0,27315,9950,21,49298782728,1.02767E+11
1974,W300X7XW,4.00079E+12,0,0,0,0,0,0,19714,87221,23,11311243475,48444326916
8145,Z305APQ7,4.00079E+12,0,0,0,0,0,0,26475,123706,22,31554467088,1.28187E+11
12752,S300Z5TR,4.00079E+12,0,0,0,0,0,0,31280,39784,19,54527524400,1.15588E+11
12764,Z303S656,4.00079E+12,0,0,0,0,0,0,14669,784,29,15287853912,95148313260
6126,Z302T6DB,4.00079E+12,1,0,12,0,128,128,29134,180766,23,25899234546,3.02444E+11
8536,Z302A141,4.00079E+12,1,0,43,0,16,16,33652,59472,19,54920953832,1.0584E+11
8715,Z3025WA9,4.00079E+12,1,0,10,0,0,0,36604,130340,23,25793003520,3.12378E+11
10724,Z3025M94,4.00079E+12,1,264,0,2,10016,10016,35689,631530,22,24324307340,2.16868E+11
14366,S301PS5R,4.00079E+12,1,0,0,0,0,0,27825,7069,24,49442465160,1.24593E+11
17864,Z305KX1Q,4.00079E+12,1,0,39,0,32,32,24462,50921,31,37013965688,1.19234E+11
6125,Z302T6DB,4.00079E+12,1,0,12,0,128,128,29110,180766,23,25897039546,3.0241E+11
19000,Z304YXEQ,4.00079E+12,0,0,0,0,0,0,24584,39181,23,14184102037,52406045788
8535,Z302A141,4.00079E+12,1,0,33,0,24,24,33623,59472,18,54893639432,1.05663E+11
10075,S300Z5NL,4.00079E+12,0,0,0,0,0,0,31235,45252,19,51289349728,1.25896E+11
8714,Z3025WA9,4.00079E+12,1,0,10,0,0,0,36580,130340,24,25791727888,3.12343E+11
15546,Z30252JL,4.00079E+12,0,0,0,0,0,0,36386,55714,22,24185106016,1.81336E+11
10724,Z3025M94,4.00079E+12,1,0,0,2,824,824,35665,631530,24,24323230975,2.16844E+11
13298,Z304J0AJ,4.00079E+12,0,0,0,0,0,0,27827,8195,24,48976776104,1.20542E+11
14366,S301PS5R,4.00079E+12,1,0,0,0,0,0,27800,7043,24,49422598304,1.24395E+11
11371,Z304L8SZ,4.00079E+12,0,0,0,0,0,0,26795,11211,18,46778418176,1.19297E+11
17864,Z305KX1Q,4.00079E+12,1,0,39,0,32,32,24438,50921,31,36979105296,1.19113E+11
15055,Z305K2A1,4.00079E+12,0,0,0,0,0,0,24007,2894,26,40116182888,1.24971E+11
6125,Z302T6DB,4.00079E+12,1,0,12,0,128,128,29086,180766,23,25894932362,3.02371E+11
13647,Z304JLG7,4.00079E+12,0,0,0,2,0,0,26614,220982,21,30779425264,1.08497E+11
8535,Z302A141,4.00079E+12,1,0,33,0,24,24,33599,59472,19,54873438168,1.05552E+11
20224,S300Z6F1,4.00079E+12,0,0,0,0,0,0,29788,51269,32,50781424968,1.27053E+11
8714,Z3025WA9,4.00079E+12,1,0,10,0,0,0,36556,130340,25,25790444135,3.1231E+11
20228,S300W74H,4.00079E+12,0,0,0,0,0,0,29054,15861,24,16827436484,53660539633
10724,Z3025M94,4.00079E+12,1,0,0,2,632,632,35641,631530,22,24321927227,2.16806E+11
18029,Z304TQTJ,4.00079E+12,0,0,0,0,0,0,26183,33768,23,43856817576,1.06976E+11
14366,S301PS5R,4.00079E+12,1,0,0,0,0,0,27774,7042,24,49415325688,1.24228E+11
4057,Z304K44F,4.00079E+12,0,0,0,0,0,0,27821,6692,21,48994075264,1.32099E+11
17864,Z305KX1Q,4.00079E+12,1,0,39,0,32,32,24413,50921,31,36931064232,1.1898E+11
18955,Z30417P6,4.00079E+12,0,0,0,0,0,0,27317,5946,22,49257812512,1.12077E+11
6124,Z302T6DB,4.00079E+12,1,0,0,0,0,0,29062,180049,23,25893494798,3.02336E+11
20442,Z304HTMP,4.00079E+12,0,0,0,0,0,0,26469,131481,21,27328204584,1.20502E+11
8541,Z302A141,4.00079E+12,1,0,33,0,24,24,33576,59472,19,54856117680,1.05442E+11
17868,Z304JW7Y,4.00079E+12,0,0,0,0,0,0,27844,6522,22,47960472376,1.47909E+11
8720,Z3025WA9,4.00079E+12,1,0,10,0,0,0,36533,130340,24,25789037127,3.12277E+11
8920,Z304JG5M,4.00079E+12,0,0,0,0,0,0,26840,4563,20,45640687544,1.48549E+11
10726,Z3025M94,4.00079E+12,1,0,0,2,128,128,35617,631530,24,24320575735,2.16775E+11
4888,S300Z709,4.00079E+12,0,0,0,0,0,0,30829,166724,18,47883969112,1.07015E+11
14371,S301PS5R,4.00079E+12,1,0,0,0,0,0,27750,7042,23,49395169568,1.24113E+11
4452,Z302R3KN,4.00079E+12,0,0,0,0,0,0,28496,13995,33,49333264760,1.15825E+11
17856,Z305KX1Q,4.00079E+12,1,0,39,0,32,32,24389,50921,31,36904707592,1.18888E+11
12013,Z305PFPA,4.00079E+12,0,0,0,0,0,0,24460,51332,23,37690772968,1.01701E+11
6123,Z302T6DB,4.00079E+12,1,0,0,0,0,0,29038,178938,23,25893389957,3.02298E+11
21538,Z300WRVP,4.00079E+12,0,0,0,0,0,0,36078,64094,25,24675878012,1.93793E+11
8541,Z302A141,4.00079E+12,1,0,27,0,32,32,33552,59472,19,54850385952,1.05329E+11
10596,Z305CYJG,4.00079E+12,0,0,0,0,0,0,24656,4066,22,41234136144,1.25003E+11
8720,Z3025WA9,4.00079E+12,1,0,10,0,0,0,36508,130340,20,25787714736,3.12243E+11
6392,Z305DEMX,4.00079E+12,0,0,0,0,0,0,26330,34451,18,45737293944,99253016742
10726,Z3025M94,4.00079E+12,1,0,0,2,16,16,35593,631530,26,24318603897,2.1674E+11
6481,Z305D5BJ,4.00079E+12,0,0,0,0,0,0,25134,2933,24,44715298216,1.22236E+11
14371,S301PS5R,4.00079E+12,1,0,0,0,0,0,27726,7042,24,49370314512,1.24009E+11
8376,Z305B731,4.00079E+12,0,0,0,0,0,0,26315,1608,22,45600157632,1.32119E+11
17856,Z305KX1Q,4.00079E+12,1,0,39,0,32,32,24365,50921,31,36888453088,1.18786E+11
9955,Z302SYVB,4.00079E+12,0,0,0,0,0,0,28497,11160,29,51023937136,1.04326E+11
6124,Z302T6DB,4.00079E+12,1,0,0,0,0,0,29014,177927,23,25893281633,3.0226E+11
10706,Z305L695,4.00079E+12,0,0,0,0,0,0,24006,5288,28,40035472488,1.1444E+11
8540,Z302A141,4.00079E+12,1,0,9,0,24,24,33528,59472,19,54831020656,1.05239E+11
4210,Z3007TGD,4.00079E+12,0,0,0,0,0,0,33388,101515,22,21193132508,1.28039E+11
8719,Z3025WA9,4.00079E+12,1,0,10,0,0,0,36480,130340,20,25786197168,3.12204E+11
16336,S300ZQ8S,4.00079E+12,0,0,0,0,0,0,30177,37634,21,54660228696,1.14369E+11
10725,Z3025M94,4.00079E+12,1,0,0,2,0,0,35568,631530,26,24315952659,2.16705E+11
17265,Z302A0H7,4.00079E+12,0,0,0,0,0,0,33652,54804,16,55403530368,1.09492E+11
14371,S301PS5R,4.00079E+12,1,0,0,0,0,0,27701,7040,24,49340377336,1.2381E+11
9666,Z3050XW9,4.00079E+12,0,0,0,0,0,0,26333,30133,19,45831622536,1.7986E+11
17856,Z305KX1Q,4.00079E+12,1,0,39,0,32,32,24342,50917,31,36872569832,1.18647E+11
19894,Z3041CFM,4.00079E+12,0,0,0,0,0,0,28329,164687,24,22116060617,2.11008E+11
6119,Z302T6DB,4.00079E+12,1,0,0,0,0,0,28989,176695,23,25893173399,3.02226E+11
19428,S300Z6VY,4.00079E+12,0,0,0,0,0,0,30181,38455,32,55021333304,1.18334E+11
8537,Z302A141,4.00079E+12,1,0,9,0,24,24,33504,59472,19,54809430616,1.05169E+11
22522,Z304JMAN,4.00079E+12,0,0,0,0,0,0,26597,134411,22,28226854528,1.30442E+11
8715,Z3025WA9,4.00079E+12,1,0,10,0,0,0,36456,130340,27,25784912171,3.12171E+11
20245,S300XE3P,4.00079E+12,0,0,0,0,0,0,29503,48497,19,49716522600,1.22457E+11
10716,Z3025M94,4.00079E+12,1,0,0,2,0,0,35544,631530,25,24314678654,2.16674E+11
3753,S300ZNXM,4.00079E+12,0,0,0,0,0,0,30171,36940,21,55287527328,1.11987E+11
14352,S301PS5R,4.00079E+12,1,0,0,0,0,0,27677,7040,24,49312706936,1.23664E+11
1875,W300T00S,4.00079E+12,0,0,0,0,0,0,31350,9583,19,38077380816,98524518503
17850,Z305KX1Q,4.00079E+12,1,0,39,0,32,32,24318,50917,31,36850922096,1.18551E+11
11294,S300YCSV,4.00079E+12,0,0,0,0,0,0,30339,36582,20,53992460952,1.22107E+11
6119,Z302T6DB,4.00079E+12,1,0,0,0,0,0,28965,175649,23,25893068495,3.02191E+11
18483,Z305HFNP,4.00079E+12,0,0,0,0,0,0,24486,52642,24,38314787120,1.08945E+11
