,serial_number,capacity_bytes,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_9_raw,smart_193_raw,smart_194_raw,smart_241_raw,smart_242_raw
5824,Z300W5WM,4.00079E+12,1,280,0,0,16,16,41008,31340,20,30518926322,1.61478E+11
7681,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24631,12603,30,47746265680,88379395335
12175,Z3029B12,4.00079E+12,1,0,0,1,0,0,30462,43614,29,28379671240,1.96442E+11
16413,S300XJXN,4.00079E+12,1,40,7,1,224,224,30536,22528,19,24697965526,2.2191E+11
4056,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38839,59802,27,28808342642,2.64204E+11
13947,Z304JGCT,4.00079E+12,0,0,0,0,0,0,23502,16331,21,43752153536,90901559465
5838,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40984,30439,20,30518809462,1.61418E+11
26143,Z305AKHL,4.00079E+12,0,0,0,0,0,0,21981,4231,23,39443245584,1.07612E+11
7700,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24605,12433,28,47718128904,88195126846
5964,Z30251J2,4.00079E+12,0,0,0,0,0,0,32810,46980,29,23434527921,1.85476E+11
12221,Z3029B12,4.00079E+12,1,0,0,1,0,0,30437,43614,28,28377394892,1.96409E+11
17310,S301LP7E,4.00079E+12,0,0,0,0,0,0,23555,14339,22,43284690400,78461186566
16466,S300XJXN,4.00079E+12,1,40,7,1,208,208,30512,22528,19,24695933708,2.21874E+11
5294,Z304HSXK,4.00079E+12,0,0,0,0,0,0,23012,222114,22,30174703408,89867998966
4063,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38810,59288,28,28807795706,2.64167E+11
7567,Z304K6BK,4.00079E+12,0,0,0,0,0,0,24269,7232,20,47601739144,99532153586
5852,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40967,29487,19,30518722922,1.61393E+11
16034,Z3015V88,4.00079E+12,0,0,0,3,0,0,38345,95564,26,28660837397,3.77441E+11
7708,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24577,12428,29,47696524704,88034502522
2116,Z303YQZF,4.00079E+12,0,0,0,0,0,0,24844,77927,22,23582330994,2.11364E+11
12229,Z3029B12,4.00079E+12,1,0,0,1,0,0,30414,43614,29,28376147681,1.9637E+11
8360,Z304KCBA,4.00079E+12,0,0,0,0,0,0,23198,12059,22,43550735392,87581992037
16475,S300XJXN,4.00079E+12,1,32,4,1,160,160,30488,22528,19,24694566858,2.21845E+11
10844,Z3029Z56,4.00079E+12,0,0,0,0,0,0,30046,56651,23,53270330944,1.20647E+11
4082,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38786,58913,27,28807334420,2.64136E+11
2120,Z300ZKEG,4.00079E+12,0,0,0,5,0,0,32422,29834,31,24993448973,1.75129E+11
5879,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40943,29197,20,30518606412,1.61328E+11
14256,Z30149SM,4.00079E+12,0,0,0,0,0,0,27747,8438,20,38873828136,83194206397
7741,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24553,12428,29,47682510184,87899701498
3910,Z305966S,4.00079E+12,0,0,0,0,0,0,21870,8589,22,41215158832,81416058991
12275,Z3029B12,4.00079E+12,1,0,0,1,0,0,30390,43614,29,28374747832,1.96338E+11
9701,Z302ANTT,4.00079E+12,0,0,0,0,0,0,26193,51981,22,48957055272,1.01839E+11
16536,S300XJXN,4.00079E+12,1,32,4,1,128,128,30465,22528,20,24693218450,2.21814E+11
19831,Z303XYDL,4.00079E+12,0,0,0,0,0,0,23503,14771,18,44365619064,93680914166
4082,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38762,58494,27,28806891840,2.64109E+11
7634,Z305D5EZ,4.00079E+12,0,0,0,0,0,0,21243,8327,27,38553722712,1.27575E+11
5879,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40918,29159,20,30518486062,1.6125E+11
19297,Z304KB2P,4.00079E+12,0,0,0,0,0,0,23187,11150,20,43256523096,87296771503
7741,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24529,12428,29,47659898336,87791458442
8880,S300WD6M,4.00079E+12,0,0,0,0,0,0,25905,45990,29,49938786712,1.06574E+11
12275,Z3029B12,4.00079E+12,1,0,0,1,0,0,30366,43614,29,28373361653,1.96306E+11
20392,Z30250YS,4.00079E+12,0,0,0,1,0,0,32258,184697,27,25223017367,2.23113E+11
16536,S300XJXN,4.00079E+12,1,32,4,1,80,80,30440,22528,19,24691778072,2.21784E+11
12008,S300ZRQH,4.00079E+12,0,0,0,0,0,0,26569,38692,25,50993679736,94507706481
4082,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38738,58065,28,28806437982,2.64081E+11
25692,Z304HP25,4.00079E+12,0,0,0,0,0,0,24268,6500,20,45631376128,1.13697E+11
5879,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40895,29110,20,30518369482,1.61178E+11
19750,S3010LNH,4.00079E+12,0,0,0,0,0,0,25312,19984,34,49229097960,84893278233
7741,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24505,12428,29,47641648240,87682514329
13963,Z3016PMR,4.00079E+12,0,0,0,1,0,0,38127,29221,19,28356170261,2.4693E+11
12277,Z3029B12,4.00079E+12,1,0,0,1,0,0,30342,43614,30,28372009278,1.96277E+11
18661,Z305GW4A,4.00079E+12,0,0,0,0,0,0,21051,3652,19,40543602936,1.07798E+11
16538,S300XJXN,4.00079E+12,1,32,4,1,64,64,30416,22528,20,24690416391,2.21755E+11
24257,Z302SQH3,4.00079E+12,0,0,0,0,0,0,25300,20294,21,48075246320,81460648436
4086,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38714,57625,27,28805998954,2.64054E+11
16259,Z305K24R,4.00079E+12,0,0,0,0,0,0,20405,2891,19,38238634208,1.04467E+11
5884,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40871,29052,20,30518252872,1.61107E+11
9100,Z30272EM,4.00079E+12,0,0,0,0,0,0,30056,57927,21,53198626280,87812074205
7749,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24481,12428,29,47629003352,87557823237
17471,Z3025KPV,4.00079E+12,0,0,2,2,0,0,31012,23722,20,25699518408,2.00544E+11
12293,Z3029B12,4.00079E+12,1,0,0,1,0,0,30318,43614,29,28370557007,1.96243E+11
6560,Z304JAHH,4.00079E+12,0,0,0,0,0,0,24222,8920,22,47715600760,90687855973
16571,S300XJXN,4.00079E+12,1,24,4,1,40,40,30393,22528,20,24689012011,2.21725E+11
18983,Z3053F5J,4.00079E+12,0,0,0,0,0,0,15470,107387,17,10464172034,53587268089
4086,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38690,57250,27,28805548692,2.64024E+11
20141,Z302FDES,4.00079E+12,0,0,0,3,0,0,30036,59234,23,25325214407,2.049E+11
5887,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40846,28970,20,30518132592,1.61016E+11
7181,Z305D28H,4.00079E+12,0,0,0,0,0,0,22874,125048,17,28328395296,87482984829
7752,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24457,12428,29,47612768856,87404702231
15814,Z302EP30,4.00079E+12,0,0,0,0,0,0,30045,57760,17,52974252480,1.04087E+11
12293,Z3029B12,4.00079E+12,1,0,0,1,0,0,30294,43614,29,28369178339,1.9621E+11
21081,Z304HSVJ,4.00079E+12,0,0,0,0,0,0,22860,123969,20,29230365096,1.03938E+11
16573,S300XJXN,4.00079E+12,1,16,4,1,16,16,30368,22528,19,24687608841,2.21695E+11
19925,Z305D2JN,4.00079E+12,0,0,0,0,0,0,21231,8348,29,38697330672,90685404205
4086,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38666,56835,27,28805090844,2.63995E+11
19393,Z3011W9K,4.00079E+12,0,0,0,1,0,0,38853,68923,21,30914667676,2.66082E+11
5884,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40823,28924,20,30518015942,1.60928E+11
165,Z300YL0J,4.00079E+12,0,0,0,0,0,0,32430,92578,23,24507082705,1.72764E+11
7749,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24433,12428,29,47585388640,87243231946
5987,Z305ASL3,4.00079E+12,0,0,0,0,0,0,21872,7037,18,42620145288,94979787197
12293,Z3029B12,4.00079E+12,1,0,0,1,0,0,30270,43614,30,28367827976,1.96178E+11
23967,Z304L9AK,4.00079E+12,0,0,0,0,0,0,23011,228737,19,31900199648,92338122495
16573,S300XJXN,4.00079E+12,1,16,4,1,8,8,30344,22528,20,24686195669,2.21665E+11
8030,Z305AZAL,4.00079E+12,0,0,0,0,0,0,21240,8373,25,38660654816,94391171211
4087,Z300ZTTY,4.00079E+12,1,0,0,0,0,0,38642,56415,28,28804649768,2.63967E+11
19989,S300XE9N,4.00079E+12,0,0,0,0,0,0,26264,127032,21,42356700424,1.01855E+11
5890,Z300W5WM,4.00079E+12,1,280,0,0,16,16,40799,28876,20,30517899402,1.60832E+11
23184,Z3051T2Z,4.00079E+12,0,0,0,0,0,0,21241,8813,26,38401410168,1.10135E+11
7756,Z302SZNC,4.00079E+12,1,0,0,0,0,0,24409,12428,29,47560451864,87088633611
13705,Z3029G4W,4.00079E+12,0,0,0,0,0,0,30054,58344,17,52436182008,1.05024E+11
12306,Z3029B12,4.00079E+12,1,0,0,1,0,0,30246,43614,30,28366498665,1.96147E+11
26052,Z305D2P8,4.00079E+12,0,0,0,0,0,0,16743,740,21,24205472856,94908363822
16591,S300XJXN,4.00079E+12,1,16,4,1,8,8,30320,22528,20,24684870076,2.21635E+11
16362,Z305B776,4.00079E+12,0,0,0,0,0,0,21874,10560,25,40378772568,76733312278
5422,Z304HNRL,4.00079E+12,0,0,0,0,0,0,23160,10258,17,43570377216,1.02377E+11
14141,W301AQEB,4.00079E+12,0,0,0,0,0,0,7962,145,21,13437195768,51060494696
8532,Z304QGP9,4.00079E+12,1,0,18,0,8,8,20352,3185,19,36836497456,1.09875E+11
25995,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23685,7342,24,46078946864,82613031543
8536,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20329,3180,22,36819280936,1.09802E+11
20460,Z30250YQ,4.00079E+12,0,0,0,2,0,0,32233,195564,23,25087969215,2.21567E+11
26001,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23660,7342,25,46059906632,82528142528
15154,Z302T73S,4.00079E+12,0,0,0,0,0,0,24606,14657,33,48527826928,78707039857
8571,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20304,3180,21,36801350760,1.09766E+11
3006,Z304HVBL,4.00079E+12,0,0,0,0,0,0,23528,14922,20,43068786600,85656666754
26093,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23636,7342,25,46049840936,82391181464
8647,Z300VDQ9,4.00079E+12,0,0,0,1,0,0,40969,122676,25,31093393674,1.79301E+11
8571,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20281,3180,18,36780455296,1.09685E+11
10017,S3010M1C,4.00079E+12,0,0,0,0,0,0,27678,41083,24,50277884880,88247104622
26093,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23612,7342,25,46040769864,82274618207
16333,Z302AKAF,4.00079E+12,0,0,0,0,0,0,26162,48221,23,48455686840,1.08801E+11
8572,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20256,3180,18,36765305144,1.09602E+11
4203,Z304HLEZ,4.00079E+12,0,0,0,0,0,0,23523,14569,23,43140828104,94598559171
26096,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23589,7341,25,46033411752,82127884818
23046,S300Z569,4.00079E+12,0,0,0,0,0,0,26714,40718,23,52074476088,90570059480
8582,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20233,3180,19,36743237416,1.09524E+11
5111,Z304JGB8,4.00079E+12,0,0,0,0,0,0,23216,5828,21,45818310792,89736009611
26144,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23564,7341,25,46022295312,81995251470
17182,W300SP30,4.00079E+12,0,0,0,0,0,0,27727,9399,18,38172826720,92570706891
8585,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20208,3180,19,36713236648,1.09412E+11
198,S300Z413,4.00079E+12,0,0,0,0,0,0,27201,170908,20,42975344608,85876873936
26148,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23540,7341,24,46007468864,81882794565
4153,Z304JG9K,4.00079E+12,0,0,0,0,0,0,23481,13809,22,42074324032,77873199574
8582,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20185,3180,19,36691748056,1.09256E+11
18498,S300ZSL3,4.00079E+12,0,0,18,0,8,8,26528,37553,26,52305669232,91474121346
26149,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23516,7341,24,45992648144,81746623741
18237,Z30149WB,4.00079E+12,0,0,0,0,0,0,39732,131443,20,29871703634,3.0295E+11
8589,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20161,3180,18,36677588216,1.09125E+11
13666,Z305P08X,4.00079E+12,0,0,0,0,0,0,20378,3344,24,37779084192,97329506257
26186,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23493,7341,25,45975460800,81637359564
20271,Z30232SV,4.00079E+12,0,0,0,0,0,0,31441,98323,20,23535620895,2.23358E+11
8786,Z304QGP9,4.00079E+12,1,0,0,0,0,0,20137,3180,21,36664719360,1.09046E+11
7122,Z305FZJ5,4.00079E+12,0,0,0,0,0,0,21033,3986,18,40408887288,1.06879E+11
26827,Z304HWF3,4.00079E+12,1,0,0,0,0,0,23469,7341,25,45961448464,81520191899
10477,S300XJTN,4.00079E+12,0,0,0,0,0,0,27653,40885,18,49611230272,99063259056
21741,Z302FRTV,4.00079E+12,0,0,0,0,0,0,28323,35128,17,52184358008,1.03314E+11
12,S3010M7E,4.00079E+12,0,0,0,0,0,0,27652,38278,23,52232749232,94628832260
10080,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24235,5753,21,47794513936,1.30623E+11
12657,Z300JBBN,4.00079E+12,1,0,14,0,224,224,42364,44321,22,30282073228,1.80175E+11
10119,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24211,5753,21,47790211344,1.30425E+11
22085,Z300K14G,4.00079E+12,0,0,0,1,0,0,42390,92075,21,30175098378,1.84686E+11
12706,Z300JBBN,4.00079E+12,1,0,14,0,208,208,42341,44260,22,30281956818,1.80109E+11
24068,Z304GS7Z,4.00079E+12,0,0,0,0,0,0,23145,10213,20,43556978112,78908011023
10119,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24187,5753,21,47788172040,1.30225E+11
16197,Z305GXT3,4.00079E+12,0,0,0,0,0,0,21007,3462,22,41877105160,97442701867
12706,Z300JBBN,4.00079E+12,1,0,13,0,168,168,42317,44167,22,30281840398,1.80038E+11
5722,Z302EPPL,4.00079E+12,0,0,0,0,0,0,30006,56461,16,53334043328,1.06497E+11
10121,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24163,5753,21,47783199056,1.30053E+11
17349,Z304KCPZ,4.00079E+12,0,0,0,0,0,0,23192,4993,20,45226085008,1.17378E+11
12708,Z300JBBN,4.00079E+12,1,0,13,0,160,160,42292,44099,22,30281720088,1.79959E+11
11118,Z305AQLQ,4.00079E+12,0,0,0,0,0,0,22537,34360,20,42841133904,1.03037E+11
10134,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24139,5753,21,47778557088,1.29866E+11
14539,Z304HTV7,4.00079E+12,0,0,0,0,0,0,23188,6780,18,43399908160,1.00908E+11
12725,Z300JBBN,4.00079E+12,1,0,13,0,144,144,42269,44044,22,30281603598,1.79883E+11
14313,Z304JNZR,4.00079E+12,0,0,0,0,0,0,24223,6408,21,47854245608,95896086937
10137,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24115,5753,21,47775123408,1.2968E+11
19032,S300WF0R,4.00079E+12,0,0,0,0,0,0,26213,128832,22,42736783992,85345665204
12725,Z300JBBN,4.00079E+12,1,0,7,0,120,120,42245,43996,22,30281486814,1.79795E+11
1698,Z302SWZB,4.00079E+12,0,0,0,0,0,0,24583,12064,33,47343853872,96677945647
10134,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24091,5745,21,47770357920,1.29524E+11
23093,S300Z7M4,4.00079E+12,0,0,0,0,0,0,26143,46735,22,48649861736,1.04554E+11
12725,Z300JBBN,4.00079E+12,1,0,7,0,112,112,42220,43909,23,30281366594,1.79716E+11
25254,Z304JE1G,4.00079E+12,0,0,0,0,0,0,24220,4334,21,46612261216,95207731206
10145,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24067,5745,21,47764887720,1.29362E+11
1399,Z304JWCW,4.00079E+12,0,0,0,0,0,0,24223,5007,23,47997616592,97011610911
12738,Z300JBBN,4.00079E+12,1,0,0,0,128,128,42196,43827,23,30281249958,1.79644E+11
17118,S300Z437,4.00079E+12,0,0,0,0,0,0,27648,36560,21,50707747600,89095400062
10379,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24043,5744,21,47761837280,1.29196E+11
2522,S300Z836,4.00079E+12,0,0,0,0,0,0,27637,40396,20,50636285128,1.02311E+11
13036,Z300JBBN,4.00079E+12,1,0,0,0,136,136,42173,43704,23,30281133368,1.79575E+11
4305,Z3051HRM,4.00079E+12,0,0,0,0,0,0,22682,34453,19,42624493216,74795944266
10377,Z304JNJ4,4.00079E+12,1,0,0,0,0,0,24019,5744,21,47756016112,1.29015E+11
26496,Z304SQTC,4.00079E+12,0,0,1,0,0,0,21829,8839,23,41865704432,85734644045
13033,Z300JBBN,4.00079E+12,1,0,0,0,136,136,42149,43338,23,30281016938,1.79504E+11
11830,Z305CTZ2,4.00079E+12,0,0,0,0,0,0,21460,4923,30,40180658256,1.01964E+11
7590,Z3010BK4,4.00079E+12,0,0,0,0,0,0,32527,24451,21,25169559470,1.72342E+11
16727,Z305GTZK,4.00079E+12,0,0,0,0,0,0,21167,8587,22,39529173968,1.07661E+11
9554,Z3048ASV,4.00079E+12,0,0,0,0,0,0,16978,93046,21,14816752359,58104230761
4742,Z304KEAG,4.00079E+12,0,0,0,0,0,0,24202,5573,20,48451794168,97674957735
2809,Z304EXW4,4.00079E+12,1,344,44,0,672,672,23478,15161,22,43617867272,1.04518E+11
5803,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32523,43272,23,25545608786,1.89573E+11
8976,Z304JMCM,4.00079E+12,1,72,25,0,96,96,24198,4592,21,48965703624,1.12164E+11
23033,Z3025LFT,4.00079E+12,1,0,0,0,832,832,32184,192714,25,25079960595,2.15022E+11
2809,Z304EXW4,4.00079E+12,1,16,23,0,648,648,23454,15160,22,43602917096,1.04331E+11
6578,Z305D607,4.00079E+12,0,0,0,0,0,0,21443,5345,26,40791257104,81829613291
5803,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32499,43272,23,25544295638,1.89541E+11
21248,S300Z7FT,4.00079E+12,0,0,0,0,0,0,25235,23494,34,48503236936,88262139795
8976,Z304JMCM,4.00079E+12,1,56,21,0,96,96,24174,4591,21,48963581288,1.11996E+11
8422,Z304KCBA,4.00079E+12,0,0,0,0,0,0,23120,12055,21,43501865040,87197021403
23033,Z3025LFT,4.00079E+12,1,0,0,0,824,824,32160,192714,25,25078175034,2.14987E+11
12304,S300Z44Z,4.00079E+12,0,0,0,0,0,0,26669,36929,18,51900358024,94710995564
2809,Z304EXW4,4.00079E+12,1,0,0,0,0,0,23430,15160,23,43580057720,1.04151E+11
7112,Z305GY24,4.00079E+12,0,0,0,0,0,0,20976,3670,19,40584940296,1.01034E+11
5803,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32474,43272,24,25542942728,1.89508E+11
4504,Z302ETF5,4.00079E+12,0,0,0,0,0,0,29980,55668,19,52402597848,1.04155E+11
8977,Z304JMCM,4.00079E+12,1,32,15,0,96,96,24149,4559,21,48958529432,1.11876E+11
15054,S30115NF,4.00079E+12,0,0,0,0,0,0,28231,34749,19,54545883472,1.03778E+11
23036,Z3025LFT,4.00079E+12,1,0,0,0,728,728,32136,192714,25,25076293489,2.14954E+11
10026,Z305GV44,4.00079E+12,0,0,0,0,0,0,21793,9790,20,41813682424,97230448972
2813,Z304EXW4,4.00079E+12,1,0,0,0,0,0,23406,15160,22,43565089240,1.0398E+11
3557,Z304HP4Z,4.00079E+12,0,0,0,0,0,0,23169,5716,19,44926189456,1.06835E+11
5808,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32451,43272,23,25541635170,1.89476E+11
7228,Z305GXMA,4.00079E+12,0,0,0,0,0,0,20810,52773,28,34097735152,75367154919
8988,Z304JMCM,4.00079E+12,1,32,15,0,96,96,24126,4557,21,48957228072,1.11724E+11
15287,Z302T7HK,4.00079E+12,0,0,0,0,0,0,24821,11119,35,49372748880,85465349048
23076,Z3025LFT,4.00079E+12,1,0,0,0,0,0,32112,192714,25,25074569322,2.14911E+11
8922,Z3029BG5,4.00079E+12,0,0,0,0,0,0,27605,36705,23,52210658176,83014776861
2813,Z304EXW4,4.00079E+12,1,0,0,0,0,0,23382,15160,22,43554465264,1.03822E+11
10384,Z302FDCB,4.00079E+12,0,0,0,0,0,0,28317,32478,17,52758929436,1.06726E+11
5811,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32427,43272,23,25540332782,1.89442E+11
20860,Z304JMFE,4.00079E+12,0,0,0,0,0,0,24211,5220,21,48063515064,1.01002E+11
8991,Z304JMCM,4.00079E+12,1,32,15,0,96,96,24101,4555,21,48955198848,1.11552E+11
16026,Z3058ETJ,4.00079E+12,0,0,0,0,0,0,21793,6539,22,41893407912,87766896534
23079,Z3025LFT,4.00079E+12,1,0,0,0,0,0,32088,192714,24,25072823460,2.14875E+11
21178,S301NGCQ,4.00079E+12,0,0,0,0,0,0,23169,6115,21,43559650624,89533951329
2813,Z304EXW4,4.00079E+12,1,0,0,0,0,0,23358,15160,22,43541955920,1.03665E+11
19896,S3010LNW,4.00079E+12,0,0,0,0,0,0,27605,42490,22,48000902296,81013642005
5808,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32402,43272,24,25538945721,1.89408E+11
19287,Z305B6ZB,4.00079E+12,0,0,0,0,0,0,21804,8818,19,42397435576,86035374020
8988,Z304JMCM,4.00079E+12,1,16,10,0,24,24,24078,4554,21,48949191744,1.11392E+11
14929,Z305LFV3,4.00079E+12,0,0,0,0,0,0,20329,4897,22,36925867368,85720649272
23081,Z3025LFT,4.00079E+12,1,0,0,0,0,0,32063,192714,25,25071015540,2.1484E+11
12765,Z304KBLL,4.00079E+12,0,0,0,0,0,0,23168,5450,23,43543914040,91633958444
2815,Z304EXW4,4.00079E+12,1,0,0,0,0,0,23334,15160,22,43529967328,1.03504E+11
2291,S300ZQE0,4.00079E+12,0,0,0,0,0,0,26505,38744,21,53258386832,94490906138
5814,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32378,43272,24,25537609990,1.89375E+11
2341,Z304KCN7,4.00079E+12,0,0,0,0,0,0,23121,9667,21,44878156912,1.04628E+11
8996,Z304JMCM,4.00079E+12,1,16,10,0,24,24,24054,4554,21,48946977120,1.11234E+11
20594,S300Z5GE,4.00079E+12,0,0,0,0,0,0,27558,41174,18,52428991808,79670245200
23114,Z3025LFT,4.00079E+12,1,0,0,0,0,0,32040,192714,25,25069240887,2.14804E+11
18704,Z305D5JZ,4.00079E+12,0,0,0,0,0,0,21411,4991,22,40899868632,90427515529
2877,Z304EXW4,4.00079E+12,1,0,0,0,0,0,23310,15160,22,43507915704,1.03398E+11
18903,S300XQ9V,4.00079E+12,0,0,1,0,0,0,31444,51410,21,23353287486,1.67873E+11
5940,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32355,43272,24,25536305238,1.89345E+11
11203,Z305B8BT,4.00079E+12,0,0,0,0,0,0,22661,34653,18,41445771872,91681822727
9206,Z304JMCM,4.00079E+12,1,16,10,0,24,24,24030,4554,22,48944469536,1.11067E+11
9387,Z305G03B,4.00079E+12,0,0,0,0,0,0,20982,3671,19,42348819464,1.00025E+11
23664,Z3025LFT,4.00079E+12,1,0,0,0,0,0,32016,192714,25,25066286350,2.14765E+11
12106,S300ZRQZ,4.00079E+12,0,0,0,0,0,0,26501,43259,25,52169342824,89776073221
2877,Z304EXW4,4.00079E+12,1,0,0,0,0,0,23286,15160,22,43489744528,1.03204E+11
3467,S300Z5GW,4.00079E+12,0,0,0,0,0,0,27152,166401,20,43263602376,1.03701E+11
5937,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32331,43272,24,25534963328,1.89309E+11
5667,S3010LCN,4.00079E+12,0,0,0,0,0,0,27610,38033,21,50383594480,89670523551
9203,Z304JMCM,4.00079E+12,1,16,10,0,24,24,24006,4554,22,48942138240,1.10908E+11
3592,Z305D6JG,4.00079E+12,0,0,0,0,0,0,21157,10011,29,39197991336,90559625092
23665,Z3025LFT,4.00079E+12,1,0,0,0,0,0,31991,192714,25,25064427714,2.14729E+11
1926,Z304WFHK,4.00079E+12,0,0,0,0,0,0,22657,34553,23,42021309760,83953058797
2877,Z304EXW4,4.00079E+12,1,0,0,0,0,0,23262,15160,22,43460783720,1.03033E+11
1688,Z30514DJ,4.00079E+12,0,0,0,0,0,0,20304,3711,21,36917976288,98641175294
5937,Z300YLL7,4.00079E+12,1,0,0,0,0,0,32306,43272,24,25533575935,1.89271E+11
1709,Z302SWZ6,4.00079E+12,0,0,0,0,0,0,24535,11883,31,45655771104,90086363681
9203,Z304JMCM,4.00079E+12,1,16,10,0,24,24,23982,4545,22,48936785120,1.10787E+11
9035,Z305NZ63,4.00079E+12,0,0,0,0,0,0,20840,52375,19,34692414416,76790444046
23666,Z3025LFT,4.00079E+12,1,0,0,0,0,0,31968,192714,25,25062373632,2.14684E+11
23953,Z305FBT8,4.00079E+12,0,0,0,0,0,0,18854,87176,22,9950181570,34532280359
16643,Z303KV4R,4.00079E+12,0,0,0,0,0,0,24128,5687,21,48136050136,1.10636E+11
11276,Z3054NSS,4.00079E+12,0,0,0,0,0,0,20934,3563,21,40837134336,1.11093E+11
8740,Z304KC6M,4.00079E+12,0,0,0,0,0,0,23073,11095,22,44352387216,84025650457
9345,Z302SY0A,4.00079E+12,1,0,18,0,24,24,24776,14512,36,49206614288,82896387675
17884,Z305BG10,4.00079E+12,1,0,0,0,40,40,18920,3370,27,31180822608,82271353296
19142,Z307G464,4.00079E+12,1,0,0,0,0,0,10547,136,26,15933670408,96482402688
9357,Z302SY0A,4.00079E+12,1,0,0,0,0,0,24752,14512,36,49190344168,82719847994
5508,Z302FR9W,4.00079E+12,0,0,0,0,0,0,29935,56686,17,52012234984,1.03115E+11
17919,Z305BG10,4.00079E+12,1,0,0,0,40,40,18895,3370,28,31149568000,82191003642
11419,S300ZAHG,4.00079E+12,0,0,0,0,0,0,25787,17901,20,43299469952,76790276661
19181,Z307G464,4.00079E+12,1,0,0,0,0,0,10523,136,25,15907807008,96349964491
22611,S301GPJX,4.00079E+12,0,0,0,0,0,0,24962,11794,24,48178292936,93046705742
9361,Z302SY0A,4.00079E+12,1,0,0,0,0,0,24728,14512,36,49177640592,82550590770
14515,S300Z7BH,4.00079E+12,0,0,0,0,0,0,26068,51376,28,48383176712,95289534843
17922,Z305BG10,4.00079E+12,1,0,0,0,24,24,18871,3370,27,31135743416,82068231842
22522,Z3058VWT,4.00079E+12,0,0,0,0,0,0,22623,241126,22,27676574672,85254906838
19184,Z307G464,4.00079E+12,1,0,0,0,0,0,10499,136,26,15891476656,96277199024
23849,S300YQN3,4.00079E+12,0,0,0,0,0,0,26068,46321,20,49613823400,1.20699E+11
9357,Z302SY0A,4.00079E+12,1,0,0,0,0,0,24705,14512,36,49163397064,82405738434
17993,Z304HKC8,4.00079E+12,0,0,0,0,0,0,24127,5779,18,49342617344,1.20283E+11
